airport_ident,length_ft,width_ft,surface,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
GGOV,10499,148,ASP,3,11.881199836731,-15.6583995819092,129,19,,21,11.9084997177124,-15.6490001678467,86,199,
GLRB,11000,150,ASP,4,6.22082996368408,-10.3701000213623,29,31,,22,6.24674987792969,-10.3544998168945,25,211,1200
GMAD,10499,148,ASP,9,30.3230285644531,-9.42816066741943,197,91,,27,30.3222351074219,-9.39489364624023,253,271,
GMFF,10499,148,ASP,9,33.9273986816406,-4.99521017074585,1854,90,,27,33.9272994995117,-4.96065998077393,1890,270,820
GMFK,10499,148,ASP,13,31.956600189209,-4.41492986679077,3428,125.1,,31,31.9398994445801,-4.3869800567627,3363,305.1,
GMFM,9252,164,ASP,9,33.872200012207,-5.52543020248413,1870,83,495,27,33.875,-5.49499988555908,1890,263,
GMFO,9843,148,BIT,6,34.779899597168,-1.9378399848938,1535,58,,24,34.7943992614746,-1.9101300239563,1493,238,
GMFO,9843,148,ASP,13,34.8097991943359,-1.95217001438141,1486,132,,31,34.7921981811523,-1.92750000953674,1493,312,
GMME,11483,148,ASP,3,34.0379981994629,-6.761390209198,265,33,,21,34.0648994445801,-6.74165010452271,238,213,
GMMH,9842,148,ASP,3,23.7057991027832,-15.9377002716064,36,22.7,,21,23.7308006286621,-15.9263000488281,27,202.7,
GMMI,8553,148,BIT,16,31.4101161956787,-9.68795585632324,351,159,,34,31.3882446289063,-9.6780252456665,421,339,
GMML,8202,148,ASP,4,27.135799407959,-13.2258996963501,202,32,,22,27.1550006866455,-13.2125997543335,202,212,
GMML,8861,148,ASP,2,27.130199432373,-13.2354001998901,223,16,,20,27.153600692749,-13.2276000976563,217,196,
GMMN,12205,148,ASP,17L,33.3839988708496,-7.59352016448975,633,164,,35R,33.3517990112305,-7.58248996734619,656,344,
GMMN,12205,148,ASP,17R,33.3830986022949,-7.59743022918701,636,164,,35L,33.3508987426758,-7.5864200592041,656,344,
GMMW,9842,148,ASP,8,34.9860000610352,-3.04428005218506,594,78,,26,34.9916000366211,-3.01213002204895,570,258,
GMMX,10170,148,ASP,10,31.6084003448486,-8.05253982543945,1506,96,918,28,31.6054992675781,-8.01998996734619,1545,276,
GMMY,7995,150,CON,7,34.2963981628418,-6.61195993423462,16,63,,25,34.3064994812012,-6.58838987350464,12,243,
GMMZ,9842,148,ASP,12,30.9451999664307,-6.92343997955322,3782,116.8,,30,30.9330005645752,-6.89551019668579,3710,296.8,
GMSL,11302,140,ASP,7,34.224998,-6.06764,174,72,,25,34.236301,-6.03277,162,252,
GMTA,8202,148,ASP,18,35.1884994506836,-3.8413200378418,21,173,,36,35.1660995483398,-3.83779001235962,96,353,
GMTN,7546,148,CON,6,35.5882987976074,-5.3303599357605,13,54.3,,24,35.600399017334,-5.30967998504639,10,234.4,
GMTT,11483,148,ASP,10,35.7332992553711,-5.94031000137329,20,96,,28,35.7299995422363,-5.90182018280029,62,276,1640
GOBD,11483,197,ASP,1,14.6552000045776,-17.0727005004883,272,359,394,19,14.6868000030518,-17.0729694366455,251,179,394
GOOY,11450,148,ASP,18,14.7571001052856,-17.480899810791,64,172.6,525,36,14.7257995605469,-17.4766998291016,75,352.6,
GQNN,9876,148,ASP,5,18.0870990753174,-15.9568004608154,6,38,,23,18.1084995269775,-15.9392995834351,6,218,
GQNO,7875,148,concrete,6,18.294792175293,-15.9923944473267,9,50,,24,18.3088226318359,-15.975079536438,9,230,
GQNO,11155,197,concrete,16,18.3163394927979,-15.9735803604126,9,150,,34,18.2898101806641,-15.9573497772217,9,330,
GQPA,9855,98,ASP,4,20.4950008392334,-13.0502996444702,745,30,,22,20.5186004638672,-13.0361003875732,758,210,
GQPP,7961,148,ASP,2,20.9223003387451,-17.0328006744385,4,14,,20,20.9435005187988,-17.0270004272461,7,194,
GUCY,10826,148,ASP,6,9.56721019744873,-13.6232995986938,69,49,,24,9.58658981323242,-13.6005001068115,52,229,
GVAC,9843,148,ASP,1,16.7239532470703,-22.9488658905029,176,358,885,19,16.7510643005371,-22.9490547180176,170,178,
HAAB,12139,148,ASP,07L,8.97397994995117,38.782398223877,7617,73.7,825,25R,8.98338985443115,38.8147010803223,7604,253.7,1235
HAAB,12467,148,ASP,07R,8.97226047515869,38.7835006713867,7617,73.6,1185,25L,8.98194026947022,38.8166999816895,7594,253.6,1170
HAAM,9170,153,ASP,3,6.02868986129761,37.5836982727051,3895,32,,21,6.05008983612061,37.5971984863281,3883,212,
HAAX,7874,148,ASP,16,14.1569004058838,38.7692985534668,6926,160,,34,14.1365003585815,38.7764015197754,6959,340,
HABD,9842,148,PEM,4,11.5986003875732,37.3120002746582,6008,45,,22,11.617600440979,37.331298828125,5917,225,
HADR,8791,148,ASP,15,9.63576030731201,41.8484992980957,3661,152,,33,9.61433029174805,41.8597984313965,3829,332,
HAGN,9072,145,ASP,17,12.5321998596191,37.4318008422852,6512,170,,35,12.5075998306274,37.4362983703613,6270,350,
HALL,7990,175,ASP,10,11.9762001037598,38.9688987731934,6306,96,,28,11.9737997055054,38.9911003112793,6421,276,
HAMK,11825,142,ASP,11,13.4734001159668,39.5180015563965,7396,112,985,29,13.4612998962402,39.5489006042481,7363,292,985
HBBA,11811,148,ASP,17,-3.30799007415772,29.3159999847412,2582,172,,35,-3.34004998207092,29.3209991455078,2559,352,
HCMH,12139,148,ASP,6,9.5054407119751,44.0711288452148,4471,55,,24,9.52437496185303,44.0988998413086,4468,235,
HDAM,10335,148,PEM,9,11.5474996566772,43.1450996398926,49,91,,27,11.5471000671387,43.1739006042481,20,271,728
HEAL,11479,148,ASP,13,30.934700012207,28.4475994110107,143,130,,31,30.9141006469727,28.4752998352051,140,310,
HEAR,9905,148,ASP,16,31.0858001708984,33.8297004699707,101,157,,34,31.0606994628906,33.8419990539551,121,337,
HEAT,9905,148,ASP,13,27.0552005767822,31.0002994537354,737,129.8,,31,27.0377998352051,31.0237007141113,772,309.8,
HEAX,7221,148,ASP,4,31.1746997833252,29.9381008148193,-8,45.1,,22,31.18869972229,29.9545001983643,-9,225.1,
HEBA,11156,148,ASP,14,30.9304008483887,29.6851005554199,177,142.8,,32,30.9058990478516,29.706600189209,133,322.8,
HEBL,9843,148,ASP,15,22.3876991271973,31.6044006347656,616,150,,33,22.364200592041,31.6189994812012,616,330,
HECA,10830,197,Asphalt,05L,30.1196994781494,31.380199432373,190,49.4,,23R,30.1390991210938,31.4062995910645,199,229.4,
HECA,13120,197,Asphalt,05C,30.099701,31.398199,382,45,,23C,30.123301,31.4296,375,225,
HECA,13124,197,Asphalt,05R,30.0971660614014,31.4190006256104,382,49.2,,23L,30.1206665039063,31.4505004882813,375,229.2,
HECP,10600,130,ASP,01L,30.035601,31.834,,15,3650,19R,30.0637,31.842501,,195,
HECW,9125,147,ASP,10,30.118200302124,30.9083995819092,,106.5,,28,30.1112003326416,30.9361991882324,,286.5,
HECW,11939,196,ASP,16L,30.1322994232178,30.9109001159668,497,165,985,34R,30.105899810791,30.9186992645264,528,345,985
HEGN,13168,197,ASPHALT,16R,27.1938991546631,33.7864990234375,,165,,34L,27.1590003967285,33.7969017028809,,345,
HEGN,13171,148,ASP,16L,27.1961002349854,33.7957992553711,50,165,991,34R,27.1611003875732,33.8060989379883,35,345,
HEGS,9460,145,ASP,11,30.8222007751465,30.1760997772217,,113,,29,30.8122005462647,30.2038993835449,,293,
HEGS,9473,145,ASP,12,30.8297004699707,30.1798992156982,,124,,30,30.8150997161865,30.2049999237061,,304,
HEKG,11483,148,ASP,18,25.4894008636475,30.5907001495361,192,179.9,,36,25.457799911499,30.5907001495361,166,359.9,
HELX,9843,148,ASP,,25.6586,32.700699,294,23,,,25.683599,32.712101,272,203,
HEMA,11253,148,ASP,15,25.5688,34.576199,247,150,295,33,25.545401,34.591202,233,330,295
HEPS,7707,148,ASP,10,31.2823009490967,32.228199005127,8,105.8,,28,31.2765007019043,32.2518997192383,5,285.8,
HESH,10108,148,ASP,04L,27.9685001373291,34.3825988769531,134,42.8,,22R,27.988899230957,34.4039001464844,119,222.8,
HESH,10108,148,ASP,04R,27.9657001495361,34.3860015869141,114,42.8,,22L,27.9860992431641,34.4072990417481,117,222.8,
HESN,11161,148,ASP,17,23.9795,32.817299,610,171,,35,23.9492,32.822601,654,351,
HESX,12421,246,ASP,16R,30.1240997314453,30.8910999298096,464,165,220,34L,30.0923004150391,30.9004001617432,500,345,220
HETB,13123,148,ASP,04L,29.5753993988037,34.7631988525391,2460,41.8,,22R,29.6023006439209,34.790699005127,2399,221.8,
HETR,9843,148,ASP,10,28.2122993469238,33.6306991577148,19,104.2,,28,28.2056999206543,33.6603012084961,115,284.2,
HHAS,9842,148,ASP,7,15.2840995788574,38.894100189209,7661,74.3,,25,15.2913999557495,38.9210014343262,7654,254.3,
HHMS,11384,148,CON,7,15.6660003662109,39.3544998168945,194,75,,25,15.673999786377,39.385799407959,135,255,
HKEL,11480,147,ASP,8,0.400914013385773,35.2212982177734,6838,79,,26,0.407108008861542,35.2521018981934,6838,259,
HKJK,13507,148,ASP,6,-1.3275899887085,36.9164009094238,5330,54,,24,-1.30570995807648,36.9463005065918,5281,234,
HKKI,10823,148,ASP,6,-0.0957179963588715,34.7108001708984,3749,62,984,24,-0.0815899968147278,34.7369003295898,3792,242,495
HKMO,10991,151,ASP,3,-4.03951978683472,39.5917015075684,190,29,,21,-4.01309013366699,39.6063995361328,199,209,
HKRE,7998,151,ASP,6,-1.28320002555847,36.8530998229981,5380,57,,24,-1.27132999897003,36.8716011047363,5380,237,
HLFL,7051,148,ASP,16,28.8047008514404,22.0781002044678,,165,,34,28.7859992980957,22.0837993621826,,345,
HLGT,11811,148,ASP,17,25.1515998840332,10.1416997909546,2296,171.5,,35,25.1194000244141,10.1470003128052,2249,351.5,
HLKF,12007,100,ASP,02L,24.163200378418,23.3082008361816,,15,,20R,24.1949996948242,23.3176002502441,,195,
HLKF,12007,148,ASP,02R,24.1625995635986,23.3104000091553,1355,15,,20L,24.1944007873535,23.3197994232178,1367,195,
HLLB,11731,148,ASP,15R,32.1101989746094,20.2586994171143,372,150.5,,33L,32.0820999145508,20.2773990631104,429,330.5,
HLLB,11732,148,ASP,15L,32.1115989685059,20.2614994049072,372,150.5,,33R,32.0834999084473,20.2801990509033,433,330.5,
HLLM,11155,148,ASP,10,32.8957786560059,13.2703609466553,30,103,,28,32.8878326416016,13.3049440383911,26,283,
HLLS,11778,148,ASP,13,27.0044994354248,14.4513998031616,1405,133,,31,26.9825000762939,14.4779996871948,1427,313,
HLLT,8650,145,ASP,18,32.6797981262207,13.1581001281738,240,177.3,,36,32.6561012268066,13.1593999862671,263,357.3,375
HLLT,11815,145,ASP,9,32.663101,13.1288,262,90,,27,32.6637,13.1672,263,270,3900
HRYR,11483,148,ASP,10,-1.96589994430542,30.1238994598389,4881,100,,28,-1.9713499546051,30.1550006866455,4877,280,705
HSDN,9843,148,ASP,17,19.1674003601074,30.4288005828857,771,173,,35,19.1403999328613,30.4314002990723,773,353,
HSDZ,9020,148,ASP,17,11.7969999313355,34.3347015380859,1582,170,,35,11.7748003005981,34.3386001586914,1580,350,
HSFS,9744,148,ASP,5,13.6066999435425,25.3139991760254,2386,52,,23,13.6233997344971,25.335599899292,2404,232,
HSKA,8202,148,ASP,2,15.3753995895386,36.3237991333008,1671,22,,20,15.3964004516602,36.3325004577637,1667,202,
HSMN,13186,197,Asphalt,2,18.4264221191406,31.8360919952393,,,,20,18.4597549438477,31.8511810302734,,,
HSNN,9880,148,ASP,4,12.0431995391846,24.94700050354,2106,41.4,,22,12.06369972229,24.9652996063232,2100,221.4,
HSOB,9843,148,ASP,1,13.1398000717163,30.2306995391846,1927,8,,19,13.1665000915527,30.2348003387451,1899,188,
HSPN,8202,148,ASP,17,19.4445991516113,37.2314987182617,135,165,,35,19.4225997924805,37.2366981506348,136,345,
HSSK,9751,148,Asphalt,18,15.6029996871948,32.5530014038086,1265,177,,36,15.576000213623,32.5532989501953,1260,357,
HTDA,9843,151,ASP,5,-6.88286018371582,39.1977996826172,173,45,,23,-6.86371994018555,39.2169990539551,161,225,
HTKJ,11834,148,ASP,9,-3.43016004562378,37.0583000183106,2932,87,,27,-3.42875003814697,37.0906982421875,2902,267,
HTMW,10212,148,ASP,12,-2.43823003768921,32.9201011657715,3730,116,300,30,-2.45074009895325,32.9452018737793,3763,296,
HTZA,9915,148,ASP,18,-6.21097993850708,39.2238006591797,54,174,,36,-6.233069896698,39.226001739502,51,354,
HUEN,12000,150,ASP,17,0.0555969998240471,32.4359016418457,3780,171,,35,0.0229139998555183,32.4411010742188,3745,351,
KABE,7600,150,ASP,6,40.6469993591309,-75.4505996704102,394,51.3,,24,40.6599998474121,-75.4292984008789,380,231.3,500
KABI,7198,150,ASP,17L,32.4085006713867,-99.6747970581055,1791,180,,35R,32.3886985778809,-99.6746978759766,1775,360,
KABI,7202,150,ASP,17R,32.4281005859375,-99.6848983764648,1757,180,,35L,32.4082984924316,-99.6847991943359,1785,360,
KACY,10000,150,ASP,13,39.464298248291,-74.5910034179688,75,118.1,,31,39.4514007568359,-74.559700012207,63,298.1,
KADM,9001,150,CON,13,34.3112983703613,-97.0251007080078,762,135,,31,34.2971000671387,-97.00830078125,729,315,
KADS,7202,100,ASP,16,32.977798,-96.8405,633,160,979,34,32.959301,-96.832397,639,340,771
KADW,9300,200,CON,01L,38.7976989746094,-76.8705978393555,254,360,,19R,38.823299407959,-76.8706970214844,273,180,
KADW,9755,150,PEM,01R,38.7976989746094,-76.8636016845703,252,359.9,,19L,38.8245010375977,-76.8637008666992,278,179.9,
KAEG,7400,100,ASP,4,35.1386985778809,-106.80899810791,5837,46.2,,22,35.1528015136719,-106.791000366211,5810,226.2,
KAEJ,8300,75,ASP,15,38.8250007629395,-106.125,7946,162.2,,33,38.8032989501953,-106.115997314453,7899,342.2,
KAEX,9352,150,CON,14,31.3379001617432,-92.559196472168,84,144,,32,31.3171005249023,-92.5416030883789,89,324,
KAFO,7023,75,ASP,16,42.7183990478516,-110.942001342773,6188,180,,34,42.6991004943848,-110.942001342773,6221,360,
KAFW,11000,150,CONC-GRVD,16L,33.0015983581543,-97.3207015991211,723,170.2,,34R,32.9756011962891,-97.3153991699219,664,350.2,
KAFW,11010,150,CONC-GRVD,16R,32.9977989196777,-97.3218994140625,721,170.3,,34L,32.975399017334,-97.3173980712891,665,350.3,601
KAGR,8000,150,ASP,5,27.6408996582031,-81.3515014648438,64,50,,23,27.6550006866455,-81.3324966430664,67,230,
KAGS,8001,150,ASP,17,33.3824005126953,-81.9708023071289,144,168,,35,33.3609008789063,-81.9654998779297,133,348,
KAHC,7167,150,ASP,8,40.2677001953125,-120.165000915527,4007,99,,26,40.2645988464356,-120.139999389648,4011,279,
KAIA,9202,150,ASP,12,42.060001373291,-102.819000244141,3928,134.3,,30,42.0424003601074,-102.793998718262,3923,314.3,
KAKO,7000,100,ASP,11,40.1803016662598,-103.233001708984,4714,119.3,,29,40.1708984375,-103.210998535156,4668,299.3,
KALB,7200,150,ASP,1,42.7372016906738,-73.8042984008789,285,358.2,,19,42.7569007873535,-73.8050994873047,279,178.2,
KALB,7200,150,ASP,10,42.7491989135742,-73.8121032714844,277,88,,28,42.7498016357422,-73.7853012084961,278,268,1201
KALM,7006,150,ASP,3,32.8331985473633,-105.999000549316,4144,45.6,,21,32.8466987609863,-105.982002258301,4200,225.6,
KALN,8101,150,ASP,11,38.8951988220215,-90.0550003051758,538,113.3,,29,38.8863983154297,-90.0288009643555,527,293.3,
KALO,8400,150,ASP,12,42.5660018920898,-92.4120025634766,873,128,,30,42.5518989562988,-92.3872985839844,867,308,
KALS,8519,100,ASP,2,37.4252014160156,-105.875999450684,7539,31.5,,20,37.4450988769531,-105.860000610352,7539,211.5,
KAMA,7901,150,CON,13,35.2296981811523,-101.696998596191,3602,137.5,,31,35.2136993408203,-101.679000854492,3593,317.5,
KAMA,13502,300,CON,4,35.2051010131836,-101.733001708984,3607,46,,22,35.230899810791,-101.699996948242,3603,226,
KANB,7000,150,ASP,5,33.5817985534668,-85.86669921875,595,48,,23,33.5945014953613,-85.8495025634766,612,228,
KANK,7347,75,ASP,6,38.5349006652832,-106.060997009277,7523,70.6,,24,38.5415992736816,-106.037002563477,7385,250.6,
KAPA,7001,75,ASP,17R,39.5789985656738,-104.853996276855,5800,178,,35L,39.5597991943359,-104.852996826172,5866,358,
KAPA,10001,100,ASP,17L,39.584098815918,-104.850997924805,5790,178,,35R,39.5567016601563,-104.849998474121,5883,358,
KAPG,7997,200,ASP,4,39.4557991027832,-76.1750030517578,35,28.4,,22,39.4751014709473,-76.1614990234375,46,208.4,
KAPN,9001,150,CON,1,45.0648994445801,-83.5614013671875,683,359.8,,19,45.089599609375,-83.5615005493164,683,179.8,
KARA,8002,200,CON,16,30.0485000610352,-91.8865966796875,24,167.5,,34,30.0270004272461,-91.8812026977539,19,347.5,
KATL,9000,150,CON,10,33.6203002929688,-84.4478988647461,1000,90,,28,33.6203002929688,-84.4182968139648,998,270,
KATL,9000,150,CON,08L,33.6495018005371,-84.4390029907227,1015,90,,26R,33.6495018005371,-84.4095001220703,990,270,
KATL,9001,150,CON,09R,33.6318016052246,-84.447998046875,1026,90,,27L,33.6318016052246,-84.4184036254883,985,270,
KATL,10000,150,CON,08R,33.6468009948731,-84.4384002685547,1024,90,,26L,33.6468009948731,-84.4055023193359,995,270,
KATL,11890,150,CON,09L,33.6347007751465,-84.447998046875,1019,90,,27R,33.6347007751465,-84.4088973999023,978,270,
KATW,8002,150,CON,3,44.2489013671875,-88.5261993408203,888,26,,21,44.2686004638672,-88.5127029418945,878,206,
KAUS,9000,150,CON,18L,30.2038,-97.657898,492,179,,36R,30.1791,-97.657204,474,359,
KAUS,12248,150,CON,18R,30.2136,-97.679398,542,179,,36L,30.179899,-97.678497,488,359,
KAVL,8001,150,ASP,17,35.4464988708496,-82.5464019775391,2165,160,,35,35.4258995056152,-82.5372009277344,2111,340,
KAVP,7501,150,ASP,4,41.3287010192871,-75.7314987182617,962,33,,22,41.3460006713867,-75.716796875,912,213,
KAXX,8900,100,ASP,17,36.4342002868652,-105.289001464844,8322,181.8,,35,36.4098014831543,-105.290000915527,8380,1.8,
KBAB,12000,300,CON,15,39.1516990661621,-121.443000793457,113,161.3,,33,39.1204986572266,-121.430000305176,105,341.3,
KBAD,11756,300,PEM,15,32.5161018371582,-93.6717987060547,164,151.4,,33,32.4878005981445,-93.6535034179688,162,331.4,
KBAF,9000,150,ASP,2,42.1453018188477,-72.7188034057617,261,10.1,,20,42.1696014404297,-72.7128982543945,267,190.1,
KBAM,7299,150,ASP,3,40.5937995910645,-116.88500213623,4531,49.1,,21,40.6069984436035,-116.86499786377,4526,229.1,
KBAM,7300,100,ASP,12,40.6053009033203,-116.88200378418,4532,139.1,,30,40.5900993347168,-116.86499786377,4531,319.1,
KBBG,7140,150,CONC-G,14,36.5401000976563,-93.2074966430664,1255,145,,32,36.5239982604981,-93.193603515625,1302,325,
KBCE,7395,75,ASP,3,37.6994018554688,-112.154998779297,7586,46.5,,21,37.7134017944336,-112.136001586914,7586,226.5,
KBDL,9510,200,ASP,6,41.931999206543,-72.6966018676758,173,44,,24,41.9506988525391,-72.6720962524414,161,224,
KBEC,8000,100,CON,18,37.7052993774414,-97.2125015258789,1408,191,,36,37.6837005615234,-97.2174987792969,1386,11,
KBED,7001,150,ASP,11,42.4718017578125,-71.3003997802734,133,97.8,,29,42.4693984985352,-71.2745971679688,124,277.8,
KBFF,8001,150,ASP,5,41.869800567627,-103.611000061035,3949,68,,23,41.8779983520508,-103.583000183105,3967,248,
KBFF,8279,150,ASP,12,41.8823013305664,-103.605003356934,3962,136,,30,41.8661003112793,-103.583999633789,3944,316,
KBFI,10007,200,ASP,14R,47.5405006408691,-122.310997009277,17,140,,32L,47.5167999267578,-122.291000366211,21,320,887
KBFL,10857,150,ASP,12L,35.4463005065918,-119.070999145508,507,135.4,,30R,35.4250984191895,-119.045997619629,482,315.5,3428
KBFM,7800,150,PEM,18,30.6420001983643,-88.0659027099609,26,180,,36,30.6205997467041,-88.0659027099609,25,360,
KBFM,9618,150,PEM,14,30.6331005096436,-88.0799026489258,26,139,,32,30.6131992340088,-88.0597991943359,19,319,
KBGM,7100,150,ASP,16,42.2192001342773,-75.9868011474609,1634,148,401,34,42.2027015686035,-75.9730987548828,1569,328,
KBGR,11440,200,ASP,15,44.8184013366699,-68.8439025878906,192,134,,33,44.796501159668,-68.8123016357422,163,314,
KBHM,7100,150,ASP,18,33.5732002258301,-86.747200012207,644,180,1045,36,33.5536994934082,-86.747200012207,633,360,
KBHM,10000,150,ASP,6,33.5547981262207,-86.771598815918,603,55,,24,33.5704002380371,-86.744499206543,621,235,1770
KBIF,13554,150,PEM,3,31.8360996246338,-106.394996643066,3910,43.9,,21,31.863000869751,-106.36499786377,3946,223.9,
KBIH,7498,100,ASP,12,37.3801002502441,-118.373001098633,4123,135.5,,30,37.3655014038086,-118.355003356934,4100,315.5,
KBIL,10518,150,ASP,10L,45.8126983642578,-108.555000305176,3584,112,,28R,45.8021011352539,-108.516998291016,3488,292,
KBIS,8794,150,ASP,13,46.7840003967285,-100.762001037598,1653,138,,31,46.7662010192871,-100.737998962402,1645,318,
KBIX,7630,150,PEM,3,30.4018993377686,-88.931396484375,23,35,1599,21,30.4190006256104,-88.9173965454102,17,215,1000
KBJC,7004,75,ASP,12R,39.9141998291016,-105.13200378418,5670,124.3,,30L,39.9034004211426,-105.111000061035,5592,304.3,
KBJC,9000,100,ASP,12L,39.9152984619141,-105.127998352051,5657,124.3,,30R,39.9014015197754,-105.101997375488,5562,304.3,
KBKF,11000,150,PEM,14,39.7150001525879,-104.761001586914,5589,151.1,,32,39.6884994506836,-104.74299621582,5662,331.1,
KBKV,7001,150,CON,9,28.4759006500244,-82.4705963134766,71,90,,27,28.4759998321533,-82.4487991333008,70,270,
KBLM,7300,80,ASP,14,40.1945991516113,-74.1356964111328,159,132,,32,40.1810989379883,-74.1164016723633,159,312,
KBLV,8001,150,PEM,14R,38.5517997741699,-89.8619003295898,459,136.5,,32L,38.5359001159668,-89.8426971435547,437,316.5,200
KBLV,10000,150,CON,14L,38.5561981201172,-89.8335037231445,442,136.6,,32R,38.5363006591797,-89.8095016479492,442,316.6,
KBMC,8900,100,ASP,17,41.5626983642578,-112.061996459961,4228,179.5,,35,41.5420989990234,-112.061996459961,4229,359.5,
KBMI,8000,150,CON,2,40.4640998840332,-88.9160003662109,857,17.9,,20,40.4849014282227,-88.9072036743164,863,197.9,
KBNA,7703,150,CON,02L,36.1176986694336,-86.6865005493164,599,17.6,,20R,36.1377983093262,-86.678596496582,555,197.6,
KBNA,8000,150,CON,02R,36.1127014160156,-86.6676025390625,590,18,,20L,36.1335983276367,-86.6593017578125,540,198,
KBNA,8001,150,CON,02C,36.1032981872559,-86.6880035400391,569,18,455,20C,36.1241989135742,-86.6796035766602,572,198,
KBNA,11030,150,ASP,13,36.141300201416,-86.6953964233398,543,133.3,801,31,36.1204986572266,-86.6681976318359,577,313.3,741
KBOI,9763,150,ASP,10R,43.5699996948242,-116.24299621582,2824,115.1,,28L,43.5587005615234,-116.208999633789,2858,295.1,
KBOI,10000,150,ASP,10L,43.5702018737793,-116.236999511719,2831,115.1,,28R,43.5586013793945,-116.203002929688,2871,295.1,
KBOS,7000,150,ASP,9,42.3558006286621,-71.0129013061523,17,77,,27,42.3601989746094,-70.9877014160156,15,257,
KBOS,7861,150,ASP,04L,42.358002,-71.014297,14,20,,22R,42.3783,-71.004501,15,200,819
KBOS,10005,150,ASP,04R,42.3511009216309,-71.0118026733398,18,20,1154,22L,42.3768997192383,-70.9992980957031,16,200,1199
KBOS,10083,150,ASP,15R,42.3742980957031,-71.0178985595703,17,135,880,33L,42.3545989990234,-70.9916000366211,15,315,
KBPG,8802,100,PEM,17,32.2267990112305,-101.521003723145,2550,181.9,,35,32.2025985717773,-101.522003173828,2562,1.9,
KBQK,8001,150,PEM,7,31.2541999816895,-81.4781036376953,19,65,,25,31.2633991241455,-81.4549026489258,20,245,
KBRO,7400,150,ASP,13R,25.9127998352051,-97.4312973022461,17,135.4,,31L,25.8983001708984,-97.4154968261719,20,315.4,
KBTL,10003,150,ASP,5,42.2957000732422,-85.265998840332,952,43,,23,42.3158988952637,-85.2409973144531,929,223,
KBTM,9001,150,ASP,15,45.9668998718262,-112.500999450684,5507,167,,33,45.9429016113281,-112.49299621582,5550,347,
KBTR,7004,150,ASP,13,30.5407009124756,-91.1608963012695,66,133,597,31,30.5275001525879,-91.1447982788086,69,313,315
KBTV,8320,150,ASP,15,44.4807014465332,-73.165901184082,306,131,,33,44.4658012390137,-73.1417999267578,334,311,500
KBUF,7161,150,ASP,14,42.9468994140625,-78.74169921875,698,126.8,320,32,42.9351997375488,-78.7201995849609,709,306.8,720
KBUF,8102,150,ASP,5,42.9311981201172,-78.74169921875,679,43.8,324,23,42.9472007751465,-78.720703125,721,223.8,
KBWI,9501,150,ASP,15R,39.1853981018066,-76.681999206543,139,144.2,,33L,39.1641998291016,-76.6623992919922,129,324.2,
KBWI,10502,200,ASP,10,39.1747016906738,-76.6895980834961,141,94.2,550,28,39.1725997924805,-76.652702331543,129,274.2,500
KBYH,11602,150,PEM,18,35.9803009033203,-89.9440002441406,250,180,,36,35.9483985900879,-89.9440002441406,252,360,
KBYS,9500,175,GRE,4,35.2747993469238,-116.642997741699,2350,52.1,,22,35.2916984558106,-116.616996765137,2350,232.1,
KBZN,9003,150,ASP,12,45.7881011962891,-111.166000366211,4421,136,,30,45.7704010009766,-111.141998291016,4458,316,
KCAE,8001,150,PEM,5,33.9285011291504,-81.1240005493164,228,45,,23,33.9441986083984,-81.1054000854492,209,225,1000
KCAE,8601,150,ASP,11,33.9440994262695,-81.1378021240234,229,105,,29,33.9382019042969,-81.1102981567383,210,285,
KCAK,7597,150,ASP,5,40.9075012207031,-81.4536972045898,1190,47,,23,40.9216003417969,-81.4335021972656,1228,227,
KCAK,7601,150,ASP,1,40.9071998596191,-81.4413986206055,1208,2,,19,40.9280014038086,-81.4402008056641,1214,182,599
KCBM,8000,150,PEM,13L,33.6553993225098,-88.4514007568359,194,135,,31R,33.6398010253906,-88.432502746582,219,315,
KCBM,12000,300,PEM,13C,33.6553993225098,-88.4608993530273,195,134,,31C,33.6324996948242,-88.432502746582,214,314,
KCDC,8653,150,ASP,2,37.690601348877,-113.108001708984,5578,34.3,,20,37.7102012634277,-113.091003417969,5600,214.3,
KCEF,7082,150,ASP,15,42.2061996459961,-72.5420989990234,241,134.3,,33,42.1926994323731,-72.5234985351563,240,314.3,
KCEF,11597,301,ASP,5,42.1775016784668,-72.5479965209961,236,34.2,1201,23,42.203800201416,-72.5240020751953,241,214.2,
KCEW,8005,150,ASP,17,30.7896995544434,-86.5241012573242,213,171,,35,30.7679996490479,-86.5201034545898,153,351,
KCEZ,7205,100,ASP,3,37.2956008911133,-108.636001586914,5913,41.5,,21,37.3103981018066,-108.620002746582,5909,221.5,
KCHA,7400,150,ASP,2,35.0227012634277,-85.2074966430664,681,16.7,,20,35.0420989990234,-85.2004013061523,667,196.7,
KCHS,7004,150,ASP,3,32.8847999572754,-80.0456008911133,21,24.4,,21,32.9023017883301,-80.0362014770508,41,204.4,
KCHS,9001,200,CON,15,32.9129981994629,-80.0481033325195,43,147.4,,33,32.8922004699707,-80.0323028564453,39,327.4,
KCID,8601,150,PER,9,41.8847007751465,-91.7292022705078,852,91,,27,41.8843002319336,-91.6976013183594,858,271,425
